package_being_analyzed,package,fun_name,fun_id,trace_hash,type_hash,dispatch,count,arg_t_r,arg_c_r,arg_a_r,arg_t0,arg_c0,arg_a0,arg_t1,arg_c1,arg_a1,arg_t2,arg_c2,arg_a2,arg_t3,arg_c3,arg_a3,arg_t4,arg_c4,arg_a4,arg_t5,arg_c5,arg_a5,arg_t6,arg_c6,arg_a6,arg_t7,arg_c7,arg_a7,arg_t8,arg_c8,arg_a8,arg_t9,arg_c9,arg_a9,arg_t10,arg_c10,arg_a10,arg_t11,arg_c11,arg_a11,arg_t12,arg_c12,arg_a12,arg_t13,arg_c13,arg_a13,arg_t14,arg_c14,arg_a14,arg_t15,arg_c15,arg_a15,arg_t16,arg_c16,arg_a16,arg_t17,arg_c17,arg_a17,arg_t18,arg_c18,arg_a18,arg_t19,arg_c19,arg_a19
anapuce,base,{,{,331415529508749e4,105257847554192e5,None,1,list<any>[2]@NULL-free,{},{names},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,invisible,invisible,5091372984766352e3,9624241285196845e3,None,1,list<any>[2]@NULL-free,{},{names},list<any>[2]@NULL-free,{},{names},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,for,for,15709996261863666e3,12249397730638275e3,None,1,NULL,{},{},symbol,{},{},LANGSXP,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,eval,d7Cor#TdZ2FDZivyZksQqQ==,10410829416898378e3,6016168263967203e3,None,1,character[1]@NA-free,{},{},expression,{},{},environment,{},{},environment,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,invisible,invisible,2411065928755011e3,7946429552124551e3,None,1,character[1]@NA-free,{},{},character[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,{,{,13921478671863196e3,5285722955583097e3,None,1,NULL,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,{,{,1023807173785813e4,14940322549353939e3,None,1,NULL,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,NA,NA,NA,NA,NA
anapuce,base,<-,<-,17283026163395424e3,8785132608621059e3,None,1,LANGSXP,{},{},symbol,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,quote,quote,17451576030533827e3,16028349586928335e3,None,1,LANGSXP,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,environment,za+UEYVTcBnM8oMwdV9KcA==,13452537759376345e3,14173680473928188e3,None,1,environment,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,<-,<-,4032586978728445400,411503921421824e3,None,2,list<integer>[1]@NULL-free,{},{names},symbol,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,[,[,16355020241374542e3,6592423520780221e3,None,1,list<integer>[1]@NULL-free,{},{names},LANGSXP,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,[,[,1642941964840564e4,7475426364881697e3,None,1,character[1]@NA-free,{},{},symbol,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,<-,<-,9026796535624671e3,16246265883248878e3,None,1,logical[2]@NA-free,{},{},symbol,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,utils,filter,YFmwU9YUag23HR+SrtACYg==,16721507231458083e3,16588946719554857e3,None,1,logical[2]@NA-free,{},{},character[2]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,%in%,q0n+#PaBrDIXfT3j+RIDAg==,6174589602636171e3,5382907741334814e3,None,1,logical[2]@NA-free,{},{},character[2]@NA-free,{},{},character[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,>,>,8797873855532122e3,5303421404219706e3,None,1,logical[2]@NA-free,{},{},integer[2]@NA-free,{},{},integer[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,match,aK5nwQtFXi5L9b#BPqOm9g==,4510093797622887400,17054963156267422e3,None,1,integer[2]@NA-free,{},{},character[2]@NA-free,{},{},character[1]@NA-free,{},{},integer[1]@NA-free,{},{},NULL,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,function,function,1293853476942366e4,645831815454898e4,None,1,closure,{},{srcref},pairlist,{},{},LANGSXP,{},{},integer[8]@NA-free,{srcref},{srcfile-class},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,$,$,13665512264197149e3,6798157504320418e3,None,1,list<empty>[0]@NULL-free,{},{names},symbol,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,names,names,14521022667725986e3,3288803644038924300,None,1,character[2]@NA-free,{},{},list<integer>[2]@NULL-free,{},{names},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,.Internal,.Internal,4503045824235779e3,8507843667892795e3,None,1,list<any>[3]@NULL-free,{},{names},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,gzfile,IDjRM8khsfuuLuRkh+Z8Lg==,1839816999724704e4,11780157689699353e3,None,1,integer[1]@NA-free,{gzfile-connection},{class-conn_id},character[1]@NA-free,{},{},character[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,mkenv,y0kxh0eEiXjyCNd37oMvfg==,3737264787622984700,14173680473928188e3,None,2,environment,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,names,names,14631162261481374e3,16888102069290416e3,None,1,character[2]@NA-free,{},{},list<character>[2]@NULL-free,{},{names},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,<-,<-,12185645498175615e3,219275117201713e4,None,1,list<character>[2]@NULL-free,{},{names},symbol,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,.Internal,.Internal,1191203017109122e3,7514034896366461e3,None,3,NULL,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,readRDS,ZOUd4069ZLgadTPW7XCa9w==,1624432346485448700,1566961133708396e4,None,1,list<character>[2]@NULL-free,{},{names},character[1]@NA-free,{},{},NULL,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,{,{,4858369276588452e3,1743517182740180700,None,1,list<character>[2]@NULL-free,{},{names},LANGSXP,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,.Internal,.Internal,1283384772026039300,10020465610985249e3,None,2,integer[1]@NA-free,{gzfile-connection},{class-conn_id},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,{,{,3111560458168313300,8186900542152941e3,None,3,character[9]@NA-free,{},{},LANGSXP,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,if,if,14025459003800769e3,14537798837792365e3,None,5,environment,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,[,[,15848853708531386e3,10063656928997878e3,None,1,LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,c,c,15710431315827345e3,607677516065209e4,None,1,character[19]@NA-free,{},{},character[19]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,substr,KoLzeiyxhvmVJt5l5#BC2Q==,1578482678060322600,1647396542110154e4,None,3,character[11]@NA-free,{},{},character[11]@NA-free,{},{},integer[1]@NA-free,{},{},integer[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,character,RcXcIxLA4T45shRPJ3CU2w==,3952591324552011300,11756655134438044e3,None,1,character[0]@NA-free,{},{},integer[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,names,names,1635145214633711600,7514034896366461e3,None,1,NULL,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,paste0,0PpLeS0Esz4wuJfz4UBPpw==,8167293101812436e3,3788701324585616400,None,2,character[1]@NA-free,{},{},character[1]@NA-free,{},{},NULL,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,if,if,13408887217095838e3,4627213803370889e3,None,4,character[1]@NA-free,{},{},LANGSXP,{},{},LANGSXP,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,<-,<-,14758467456604211e3,15879068082334441e3,None,2,list<any>[2]@NULL-free,{},{names},symbol,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,<-,<-,1210310899237321200,4588745826846104600,None,2,integer[1]@NA-free,{gzfile-connection},{class-conn_id},symbol,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,is.na,is.na,6262156914423478e3,8496820756316947e3,None,2,logical[9]@NA-free,{},{},integer[9]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,==,==,2849253233195302e3,563331877695951e4,None,3,logical[11]@NA-free,{},{},character[11]@NA-free,{},{},character[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,dir.exists,kxoZxBM0dAy1U8AuWMJUlg==,3353965272364304400,16588946719554857e3,None,1,logical[2]@NA-free,{},{},character[2]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,$,$,901344140019036e3,8606664203457883e3,None,1,logical[1]@NA-free,{},{},symbol,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,if,if,1379417241059324200,16470375495156156e3,None,4,character[2]@NA-free,{},{},LANGSXP,{},{},LANGSXP,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,if,if,12210206177545288e3,18283364902532502e3,None,4,character[2]@NA-free,{},{},LANGSXP,{},{},LANGSXP,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,lazyLoadDBexec,X8C6JHBHx2ey2A5h9NulVw==,8686361084844296e3,10651466693435353e3,None,1,NULL,{},{},character[1]@NA-free,{},{},closure@fn-id;A0ftz9bkhIgb24IvFjcz+A==,{},{},closure@fn-id;YFmwU9YUag23HR+SrtACYg==,{},{srcref},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,length,length,381524990756626700,1724442094833593e3,None,1,integer[1]@NA-free,{},{},character[2]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,any,any,13824279347637709e3,254959360066784670,None,2,logical[1]@NA-free,{},{},logical[4]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,$,$,17435581812632904e3,7475426364881697e3,None,10,character[1]@NA-free,{},{},symbol,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,.subset2,.subset2,16200713751671828e3,300453473259717900,None,1,logical[1]@NA-free,{},{},data.frame[6-1],{data.frame},{names-class-row.names},character[1]@NA-free,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,lazyLoad,LsCXmH5yJGvtUSEAU7j1lA==,15635892675934263e3,11224202226865547e3,None,1,NULL,{},{},character[1]@NA-free,{},{},environment,{},{},closure@fn-id;YFmwU9YUag23HR+SrtACYg==,{},{srcref},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,&&,&&,4241215760294383600,8606664203457883e3,None,1,logical[1]@NA-free,{},{},symbol,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,[[,[[,4701530284197918e3,7475426364881697e3,None,1,character[1]@NA-free,{},{},symbol,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
anapuce,base,[[,[[,7898788242421953e3,8606664203457883e3,None,1,logical[1]@NA-free,{},{},symbol,{},{},symbol,{},{},NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
